"2091-07090";"BG-MAP200-VERSTAERKER-M-KAB";"Robot";"S";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"x";"";"";"x";"";"";"";"x";"";"";"";"";"";"";""
"2900-99999";"Set of wafer contact pads for Sankyo SR8240 (Endeffectors)";"";"S";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"x";"x";"";"x";"x";" ";"x";"";"";"";"";"x";"";"";"";"";"";"";""
"2900-99998";"Set of wafer contact pads for Sankyo SR8240 (Prealigner, Wafer Lifter)";"";"S";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"x";"x";"";"x";"x";" ";"x";"";"";"";"";"x";"";"";"";"";"";"";""
"2900-99997";"Set of wafer contact pads for Sankyo SR8240 (Prealigner, Turntable)";"";"S";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"x";"x";"";"x";"x";" ";"x";"";"";"";"";"x";"";"";"";"";"";"";""
"2900-99996";"Set of shims for leveling of endeffectors (Sankyo SR8240)";"";"S";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"x";"x";"";"x";"x";" ";"x";"";"";"";"";"x";"";"";"";"";"";"";""
"7511-00202";"Lighting Interface BLU303";"BLU303";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7400-02902";"UPS-230V-2200VA-APC-SMART ";"USV";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7500-07900";"LEITERPLATTE079V00";"DEDO H-SIF";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";""
"7500-07901";"LEITERPLATTE079";"DEDO H-SIF";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";""
"7500-07903";"LEITERPLATTE079";"DEDO H-SIF";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";""
"0064-00590";"DEDO-IF-WINKEL";"DEDO H-SIF";"";"";"0064-00591";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";""
"0064-00591";"DEDO-IF-WINKEL";"DEDO H-SIF";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";""
"4500-01350";"KAMERACANONA620";"DEDO";"";"";"4500-01351";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";""
"4500-01351";"KAMERACANONA630";"DEDO";"";"";"4500-01353";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";""
"4500-01353";"KAMERACANONA640";"DEDO";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";""
"9422-69099";"OBJEKTIV-EC-APO-150X/0.95HD";"MICRO";"";"";"";"x";"x";"x";"x";"x";"x";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"9422-37099";"OBJEKTIV-EC-50X/0.80HD";"MICRO";"";"";"";"x";"x";"x";"x";"x";"x";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"9422-37060";"OBJEKTIV-EC-50X/0.80HD";"MICRO";"";"";"9422-37099";"x";"x";"x";"x";"x";"x";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"9011-56524";"OBJEKTIV-EC-20X/0.50HD-DIC";"MICRO";"";"";"";"x";"x";"x";"x";"x";"x";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"9422-34260";"OBJEKTIV-EC-10X/0.25HD-DIC";"MICRO";"";"";"";"x";"x";"x";"x";"x";"x";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"9011-56514";"OBJEKTIV-EC-5X/0.13-HD-DIC-A14";"MICRO";"";"";"";"x";"x";"x";"x";"x";"x";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"2020-20011";"LSP300UNI";"MIS310";"";"";"";"";"";"x";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";""
"7386-52567";"NETZGERAET-30V-LEDTREIBER";"BLU311";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";""
"7215-94590";"MIKROSCHALTER-FEDERHEBEL-V4";"BLU311";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";""
"7300-24036";"NETZTEIL-HLG-240H-36B";"BLU311";"";"2030-20090";"in 2030-20091";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";""
"0030-00150";"FILTERPLATTEV5";"BLU210 BLU305 BLU310 BLU311";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";""
"0020-00180";"GELBGRUENFILTER";"MIS310 LSP";"";"";"";"";"";"x";"x";"x";"x";"x";"x";"x";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";""
"7373-81719";"NETZGERAET-24V";"BLU311";"";"for 2150100, 2150101, 2150107, 2150108";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";""
"2020-00012";"LSP300";"BLU311 LSP";"";"for 2150100, 2150101, 2150107, 2150108";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";""
"7707-54177";"LED-BOARD-D440MM";"BLU311";"";"2030-20061 for 2150100, 2150101, 2150107, 2150108";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";""
"7100-00004";"USB-HUB-4X-2.0";"DEDO";"";"gray & back";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"x";"";"";"";"";""
"7440-22136";"USB2X-PCI-CARD";"DEDO";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"x";"";"";"";"";""
"4000-14329";"FUEHRUNGLINEAR.LWLFC14C2R600BB";"DEDO SHUTTER";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";""
"4011-03120";"ZAHNRIEMEN-6AT3/1200SYNCRO";"DEDO SHUTTER";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";""
"4020-00076";"ZUGFEDER-RZ-073I";"DEDO SHUTTER";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";""
"4050-02642";"GETRIEBEMOTOR2642";"DEDO SHUTTER";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"";"x";"";"";"";"";"";"";"";"";""
"7651-63005";"SENSORINDUKTIV-S-BES516-3005-G";"DEDO SHUTTER";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";""
"0017-18220";"RIEMENPLATTE";"DEDO SHUTTER";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";""
"0017-18330";"RIEMENGEGENPLATTE";"DEDO SHUTTER";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";""
"7400-40011";"MOXA-PCIE-KABEL-8D";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"x";"";"";"";"";""
"4500-01409";"KAMERA3CCD-HV-F202-SCL";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"x";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"7400-02033";"FRAMEGRABBER-SOL-2M-EV-CLB";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"x";"";"";"";"";""
"9452-99800";"ADAPTER-0.5X-TV44-C-MOUNT-1/2";"MICRO";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"x";"x";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"7400-05520";"GRAF-PNY-NVS";"PC";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"";"";"";"";""
"7400-02153";"DONGLE-MIL-V9";"PC";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"";"";"";"";""
"7440-01680";"MOXA-PCI-8X-RS232";"PC";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"";"";"";"";""
"7440-01682";"MOXA-PCI-BOX";"PC";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"";"";"";"";""
"7400-40010";"MOXAPCIE";"PC";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"";"";"";"";""
"7400-40012";"MOXA-PCIE-BOX";"PC";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"";"";"";"";""
"9452-88600";"REFLEKTOR-DF";"MICRO";"";"";"";"x";"x";"x";"x";"x";"x";"";"";"";"";"";"x";"x";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"4500-00260";"NT63-392";"MICRO";"";"combine with 9452-88900";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"9452-88900";"REFLEKTOR-H-AF";"MICRO";"";"if MicrHead with 2017-20360 use +4500-00260";"";"x";"x";"x";"x";"x";"x";"";"";"";"";"";"x";"x";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"2017-20191";"BG-OPTIK-MIKROLICHT-LED";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"2090-00173";"BG-REFLEKTORREVOLVER-HSEB";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"x";"";"";"";"";"x";"x";"x";"";"";"";"";"";"";"";"";"";""
"2017-20360";"BG-LICHT-LED";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"x";"x";"x";"x";"";"";"";"";"";"";"";"";"";""
"0050-00410";"CHUCK-LEVEL-SCHRAUBE-LANG";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"x";"x";"";"";"";"";"x";"";"x";"";"";"";"x";"";"";"";"";"";""
"4090-00027";"KUGELSCHEIBE-6.4-C-NIR-DIN6319";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"x";"x";"";"";"";"";"x";"";"x";"";"";"";"x";"";"";"";"";"";""
"2050-07390";"BG-WDI-AFC-LEVELSHIFTER";"MICRO";"";"as an update: add. 15 pol extender cabel needed";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"4000-05060";"AUTOFOCUS-ROT";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"x";"x";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"4000-05061";"AUTOFOCUS-ROT";"MICRO";"";"use with 2050-07390 only";"";"";"";"";"";"";"x";"";"";"";"";"x";"x";"x";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"2062-20031";"TUBUS-AUTOFOCUS-V3";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"x";"x";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"0017-20510";"JUSTIERMITTEL-001";"MICRO";"S";"2017-20360";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"x";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"0017-20520";"JUSTIERMITTEL-002";"MICRO";"S";"2017-20360";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"x";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"0017-20531";"JUSTIERMITTEL-003";"MICRO";"S";"2017-20360";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"x";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"7500-67200";"LEITERPLATTE672.00";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"2017-20380";"BG-LED-KUEHL";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"2017-20370";"BG-MICROHEAD-LED-ILLU";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"2017-20331";"BG-BLENDE-LED";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";"";"";""
"2017-20340";"BG-IRIS-BLENDE-BEARB";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";"";""
"2017-27090";"BG-BLENDENMOTOR-M-KAB";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"x";"";"";"";"";"";"";"";"";"";""
"2090-06380";"BG-BLENDENSENSOR-M-KABEL";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"8209-82519";"DRUCKFEDER-0.4X2.5X19.5X12CM";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";"";""
"0080-00450";"FEDERHAUS";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";"";""
"2090-07122";"BG-CONTROLLER-MIKROSKOP";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"2090-08881";"BG-MOTOR-ENC-KAB-W56";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"x";"";"";"";"";"x";"x";"x";"";"";"";"";"";"";"";"";"";""
"9452-60103";"ZANTRIEB-OBJEKTIVREVOLVER";"MICRO";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"x";"";"x";"";"";"";"";"x";"x";"x";"";"";"";"";"";"";"";"";"";""
"9452-60137";"TRIEBBAND";"MICRO";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";"";""
"9462-98200";"SCHUTZSTOPFEN-M27";"MICRO";"S";"";"";"x";"x";"x";"x";"x";"x";"";"";"";"";"x";"x";"x";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";"";""
"2090-08890";"BG-BRUECKE";"MICRO";"";"if no DIC";"";"";"";"";"";"x";"x";"";"";"";"";"x";"";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"2090-09190";"BG-SPEICHER-M-PROGRAMM";"MICRO";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"x";"";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"7263-65347";"JUMPER-2";"MICRO";"S";"";"";"";"";"";"";"x";"x";"";"";"";"";"x";"";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"7400-01700";"BG-NANOMODUL164-256RAM ";"MICRO";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"x";"x";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"7500-02111";"LEITERPLATTE021";"MICRO";"";"END-Resistor";"";"";"";"x";"";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"7500-66001";"LEITERPLATTE660";"MICRO";"";"afc signal adapter";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"7500-67700";"LEITERPLATTE-677.00";"MICRO";"";"motor-encoder-if board";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"7548-11000";"LEITERPLATTE110";"MICRO";"";"power if";"";"";"";"x";"";"x";"x";"";"";"";"";"x";"x";"x";"";"";"";"";"";"x";"x";"";"";"";"x";"";"";"";"";"";""
"9011-74731";"LP-AX300-CONTR-2";"MICRO";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"9011-11600";"AXIOTRON-300-CONTR-II-PROGRAMM";"MICRO";"";"";"";"";"";"";"x";"x";"x";"";"";"";"";"x";"";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"9011-11601";"MDRIVEII1";"MICRO";"";"";"";"";"";"";"x";"x";"x";"";"";"";"";"x";"";"x";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"7500-04300";"LEITERPLATTE043";"MICRO";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"7400-02155";"Matrox runtime license[-10-](Geometric Model Finder, Machine Vision)";"PC";"";"Software";"";"";"x";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";""
"7200-00010";"ADAPTER-DVI-VGA";"PC Monitor";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"";"";"";"";""
"7100-08244";"BG KABEL-50-ADR";"Robot HIV";"";"for 2017-18032";"";"";"";"";"";"x";"x";"";"";"";"";"x";"x";"x";"";"x";"x";"";"";"x";"";"";"";"x";"";"";"x";"";"";"";""
"2017-18032";"Control cable";"Robot HIV";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"x";"x";"x";"";"x";"x";"";"";"x";"";"";"";"x";"";"";"x";"";"";"";""
"2017-18091";"kabeladapt-h-emo-w5";"CMU";"S";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7100-02265";"CAMERALINK-5M-SDR/SDR";"MICRO PC";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"x";"";"";"";"";""
"7100-01682";"Moxa cable 1,5m";"PC";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"";"";"";"";""
"7017-12300";"KABEL62POL";"PC";"";"";"";"";"";"";"x";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"";"";"";"";""
"7400-02420";"Industrial PC";"PC";"";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"";"";"";"";""
"7400-02422";"Computer-RM-4700IX-0.96";"PC";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"x";"";"";"";"";""
"2063-20223";"Control Panel Axiotron 300";"MICRO";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"x";"";"";"";""
"7500-09000";"LEITERPLATTE090-BP-AT2-AT300";"MICRO";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7400-00067";"CONTROLLER-LP67CL";"MICRO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"4500-00222";"LICHTQUELLE-LP67LQ";"MICRO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"7601-05483";"Handwheel speed sensor";"MICRO";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"9004-41445";"stepdown-sdsr24>5";"MICRO";"";"";"";"";"";"";"x";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"9010-19675";"KABEL";"MICRO";"";"Encoder";"";"";"";"";"x";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"";"";"";"";"";""
"2063-20360";"Stick Assy";"STAGE";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"";"";"";"";""
"9010-23569";"Joystick";"STAGE";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"";"";"";"";""
"7500-42303";"LEITERPLATTE423";"STAGE";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"";"";"";"";""
"7401-40241";"Trackball";"STAGE";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"";"";"";"";""
"7400-01700";"BG-NANOMODUL164-256RAM";"STAGE";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"x";"";"";"";"";"";"";"x";"x";"";"";"";"x";"";"";"";"";"";""
"7473-00086";"Keypad Assy";"STAGE";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"";"";"";"x";"";"";"";"";"";""
"7500-42000";"MOTHERBOARD-BP";"STAGE";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"";"";"";"x";"";"";"";"";"";""
"7500-42400";"Trackball board";"STAGE";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"x";"";"";"";"x";"";"";"";"";"";""
"7400-02040";"REPEATER";"DEDO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7901-00030";"MERGERBOX";"EDGE";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"x";"";"";"";"";"";"";"";""
"2017-10143";"BG-CMU-PC-SV-AXIO301-AEZ03";"CMU";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4096-05830";"KUGELSPANNSCHRAUBE";"Robot";"";"Robot level";"";"";"";"";"";"x";"x";"";"";"";"";"x";"x";"x";"";"x";"x";"";"x";"";"";"";"";"x";"";"";"";"";"";"";""
"4000-18242";"PREALIGNER-300MM-VAKUUM-SANKYO";"Robot";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"x";"x";"x";"";"x";"x";"";"x";"";"";"";"";"x";"";"";"";"";"";"";""
"4000-08247";"ROBOT-SR8240-2005";"Robot";"";"Vacuum";"";"";"";"";"";"";"x";"";"";"";"";"";"";"x";"";"x";"x";"";"x";"x";"";"";"";"x";"";"";"";"";"";"";""
"4111-51213";"DROSSELVENTIL";"Robot";"";"exhaust";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"";"x";"";"";"";""
"7296-44870";"QUADBOX-4IEC";"";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"";"";"x";"";"";"";"x";"";"";"";"";"";"";"x";"";"";"";""
"4200-00001";"HOHLSCHLUESSEL";"";"S";"square Key";"";"";"";"x";"";"x";"x";"";"";"";"";"";"";"x";"";"";"";"";"x";"";"";"";"";"";"";"";"x";"";"";"";""
"7000-00080";"Service Removal Tool for PLCC EEPROM [service-removal-tool]";"Micro";"S";"";"";"";"";"";"x";"x";"x";"";"";"";"";"x";"";"x";"";"";"";"";"x";"";"x";"";"";"";"";"";"";"";"";"";""
"4000-08243";"Robot Controller";"Robot";"";"";"";"";"";"";"";"x";"x";"";"";"";"";"x";"x";"x";"";"x";"x";"";"";"x";"";"";"";"x";"";"";"";"";"";"";""
"4000-08254";"robot-sr8240-2014";"Robot";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"x";"";"";"";"";"";"";""
"4000-08240";"robot-sr8240-1013";"Robot";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"x";"";"";"";"";"";"";""
"4000-08248";"ROBOT-SR8240-2007";"Robot";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"x";"";"";"";"";"";"";""
"4000-08250";"ROBOT-SR8240-2009";"Robot";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"x";"";"";"";"";"";"";""
"4090-00015";"LENKROLLE";"";"T";"";"";"";"";"";"x";"x";"x";"";"";"";"";"";"";"";"";"";"";"";"x";"";"";"";"";"";"";"";"x";"";"";"";""
"7202-73415";"adap734-15hd";"";"";"";"";"";"x";"x";"x";"x";"x";"";"";"";"";"x";"x";"x";"x";"";"";"";"";"x";"";"";"";"";"";"x";"x";"";"";"";""
"7202-00530";"ADAP736-15HD";"";"";"";"";"";"x";"x";"x";"x";"x";"";"";"";"";"x";"x";"x";"x";"";"";"";"";"x";"";"";"";"";"";"x";"x";"";"";"";""
"7202-00516";"ADAP736-09";"";"";"";"";"";"x";"x";"x";"x";"x";"";"";"";"";"x";"x";"x";"x";"";"";"";"";"x";"";"";"";"";"";"x";"x";"";"";"";""
"4090-00004";"kegelpfanne 07420-0210 din6319-d-12 nirosta";"";"";"";"";"";"";"x";"";"x";"x";"";"";"";"";"x";"x";"x";"x";"x";"x";"";"x";"";"x";"x";"x";"";"x";"";"x";"";"";"";""
